_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
902,GO-20221550771,2022,2022-08-12,945,2022,2022-08-12,945,D32,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,152,East Willowdale (152),051,Willowdale East (51),No
903,GO-20229031577,2022,2022-08-12,155,2022,2022-08-17,1105,D41,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),No
904,GO-20221559416,2022,2022-08-13,1120,2022,2022-08-13,1731,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,Transgender,Yes,Criminal Harassment,064,Woodbine Corridor (64),064,Woodbine Corridor (64),No
905,GO-20221592493,2022,2022-08-15,0,2022,2022-08-18,1016,D55,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,061,Taylor-Massey (61),061,Taylor-Massey (61),No
906,GO-20221873069,2022,2022-08-16,1315,2022,2022-09-26,1118,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,079,University (79),079,University (79),No
907,GO-20221593831,2022,2022-08-17,1200,2022,2022-08-18,1154,D53,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,095,Annex (95),095,Annex (95),No
908,GO-20221601090,2022,2022-08-19,100,2022,2022-08-19,1147,D33,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Christian Orthodox,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",052,Bayview Village (52),052,Bayview Village (52),No
909,GO-20221643379,2022,2022-08-20,2000,2022,2022-08-25,1111,D55,Streets/Roadways/Highway,NO,NO,None,Ukrainian,None,None,None,None,No,Mischief Interfere With Property,063,The Beaches (63),063,The Beaches (63),No
910,GO-20221659442,2022,2022-08-27,1526,2022,2022-08-27,1531,D51,Streets/Roadways/Highway,NO,NO,South Asian,None,None,None,None,None,No,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
911,GO-20221665645,2022,2022-08-27,1900,2022,2022-08-28,1400,D51,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,2SLGBTQ+,None,No,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
912,GO-20221696014,2022,2022-08-28,300,2022,2022-09-01,1600,D22,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,No,Assault,158,Islington (158),014,Islington-City Centre West (14),No
913,GO-20221679603,2022,2022-08-29,100,2022,2022-08-30,1244,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,156,Bendale-Glen Andrew (156),127,Bendale (127),No
914,GO-20221694295,2022,2022-09-01,1155,2022,2022-09-01,1155,D51,Streets/Roadways/Highway,NO,NO,"Black, South Asian",None,None,None,None,None,Yes,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
915,GO-20221838143,2022,2022-09-02,2301,2022,2022-09-21,1031,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),No
916,GO-20221793000,2022,2022-09-07,2058,2022,2022-09-14,2058,D55,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,2SLGBTQ+,None,No,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),No
917,GO-20221760894,2022,2022-09-07,800,2022,2022-09-10,1303,D41,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,126,Dorset Park (126),126,Dorset Park (126),No
918,GO-20221739482,2022,2022-09-07,1625,2022,2022-09-07,1649,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,South Asian,None,None,None,None,None,No,Assault,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),Yes
919,GO-20221745185,2022,2022-09-08,1209,2022,2022-09-08,1209,D52,"Open Area, Park or Parking Lot",NO,NO,Indigenous,None,None,None,None,None,No,Mischief Under $5000,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),No
920,GO-20221782251,2022,2022-09-10,2100,2022,2022-09-13,1600,D55,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,No,Assault,063,The Beaches (63),063,The Beaches (63),No
921,GO-20221779281,2022,2022-09-13,130,2022,2022-09-13,222,D53,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,No,Assault,173,North Toronto (173),104,Mount Pleasant West (104),No
922,GO-20221796343,2022,2022-09-15,1058,2022,2022-09-15,1208,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Muslim,None,None,No,Uttering Threats - Bodily Harm,124,Kennedy Park (124),124,Kennedy Park (124),No
923,GO-20221803072,2022,2022-09-16,937,2022,2022-09-16,937,NSA,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,NSA,NSA,NSA,NSA,No
924,GO-20221813311,2022,2022-09-17,1815,2022,2022-09-17,1815,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Assault With a Weapon,074,North St.James Town (74),074,North St.James Town (74),No
925,GO-20221879948,2022,2022-09-20,1600,2022,2022-09-27,1005,D41,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,Lesbian,None,No,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),Yes
926,GO-20221833424,2022,2022-09-20,1555,2022,2022-09-20,1555,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,No,Mischief Interfere With Property,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),No
927,GO-20221847895,2022,2022-09-22,1750,2022,2022-09-22,1750,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,East/Southeast Asian,None,None,None,None,None,No,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),Yes
928,GO-20221888376,2022,2022-09-23,815,2022,2022-09-28,1217,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Interfere With Property,155,Downsview (155),026,Downsview-Roding-CFB (26),No
929,GO-20221851240,2022,2022-09-23,730,2022,2022-09-23,1224,D53,Streets/Roadways/Highway,NO,NO,None,African,None,None,None,None,No,Assault With a Weapon,095,Annex (95),095,Annex (95),No
930,GO-20221863196,2022,2022-09-24,2106,2022,2022-09-24,2106,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Muslim,None,None,No,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),Yes
931,GO-20221873002,2022,2022-09-26,1107,2022,2022-09-26,1502,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),No
932,GO-20221901808,2022,2022-09-30,437,2022,2022-09-30,926,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,2SLGBTQ+,None,Yes,Harassing Communications,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),No
933,GO-20221903176,2022,2022-09-30,1255,2022,2022-09-30,1255,D14,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Assault,095,Annex (95),095,Annex (95),Yes
934,GO-20221921872,2022,2022-09-30,2359,2022,2022-10-03,735,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,043,Victoria Village (43),043,Victoria Village (43),No
935,GO-20231620342,2022,2022-10-01,0,2023,2023-07-12,1403,D32,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Uttering Threats - Bodily Harm,155,Downsview (155),026,Downsview-Roding-CFB (26),No
936,GO-20221924212,2022,2022-10-03,1608,2022,2022-10-03,1608,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,No,Uttering Threats - Bodily Harm,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),No
937,GO-20222124660,2022,2022-10-07,1630,2022,2022-10-07,1717,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,079,University (79),079,University (79),No
938,GO-20221967641,2022,2022-10-09,1807,2022,2022-10-09,1807,D55,Streets/Roadways/Highway,NO,NO,Black,None,None,None,Gay,None,Yes,Uttering Threats - Bodily Harm,062,East End-Danforth (62),062,East End-Danforth (62),No
939,GO-20221989521,2022,2022-10-12,935,2022,2022-10-12,2158,D42,Public Transportation,NO,NO,None,Indian,None,None,None,None,No,Uttering Threats - Bodily Harm,146,Malvern East (146),132,Malvern (132),No
940,GO-20221984389,2022,2022-10-12,853,2022,2022-10-12,853,D53,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),No
941,GO-20222048836,2022,2022-10-13,1755,2022,2022-10-21,1346,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Interfere With Property,095,Annex (95),095,Annex (95),No
942,GO-20222026586,2022,2022-10-17,2100,2022,2022-10-18,1034,D14,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),Yes
943,GO-20222027706,2022,2022-10-18,1215,2022,2022-10-18,1315,D55,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,063,The Beaches (63),063,The Beaches (63),No
944,GO-20222036569,2022,2022-10-19,2003,2022,2022-10-19,2003,D51,NA,NO,NO,"Black, Latino",None,None,None,None,None,Yes,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),No
945,GO-20222041116,2022,2022-10-20,1225,2022,2022-10-20,1225,D53,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,095,Annex (95),095,Annex (95),No
946,GO-20222055323,2022,2022-10-22,1130,2022,2022-10-22,1245,D22,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,No,Mischief Under $5000,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),No
947,GO-20222065012,2022,2022-10-22,1900,2022,2022-10-23,2117,D55,Public Transportation,NO,NO,None,Mexican,None,None,None,None,No,Assault,062,East End-Danforth (62),062,East End-Danforth (62),No
948,GO-20222058978,2022,2022-10-22,2021,2022,2022-10-23,437,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,No,Mischief Under $5000,061,Taylor-Massey (61),061,Taylor-Massey (61),No
949,GO-20222067930,2022,2022-10-23,1400,2022,2022-10-24,1020,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,No,Mischief Under $5000,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),No
950,GO-20222070422,2022,2022-10-24,1515,2022,2022-10-24,1601,D52,Streets/Roadways/Highway,NO,NO,Black,None,None,Muslim,None,None,Yes,Assault,079,University (79),079,University (79),No
951,GO-20222076079,2022,2022-10-24,1600,2022,2022-10-25,1041,D51,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),No
952,GO-20222085547,2022,2022-10-26,1529,2022,2022-10-26,1529,D32,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,No,Assault,033,Clanton Park (33),033,Clanton Park (33),Yes
953,GO-20222110165,2022,2022-10-30,52,2022,2022-10-30,52,D51,Streets/Roadways/Highway,NO,NO,None,"Indian, Filipino",None,None,None,None,Yes,Assault,NSA,NSA,NSA,NSA,No
954,GO-20222123183,2022,2022-10-31,1800,2022,2022-10-31,2323,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,South Asian,None,None,None,None,None,No,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),Yes
955,GO-20222120993,2022,2022-10-31,1640,2022,2022-10-31,1640,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),No,Criminal Harassment,072,Regent Park (72),072,Regent Park (72),Yes
956,GO-20222121068,2022,2022-10-31,1649,2022,2022-10-31,1649,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,No,Assault,073,Moss Park (73),073,Moss Park (73),Yes
957,GO-20222128867,2022,2022-11-01,500,2022,2022-11-01,1704,D55,Public Transportation,NO,NO,"Black, East/Southeast Asian",None,None,Jewish,None,None,Yes,Mischief Under $5000,070,South Riverdale (70),070,South Riverdale (70),Yes
958,GO-20222185958,2022,2022-11-03,1200,2022,2022-11-09,1217,D13,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Catholic,None,None,No,"Mischief To Religious Property, Educational Institutions, Etc.",094,Wychwood (94),094,Wychwood (94),No
959,GO-20222380550,2022,2022-11-03,2100,2022,2022-12-06,1215,D22,Streets/Roadways/Highway,NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),No
960,GO-20222158759,2022,2022-11-05,1811,2022,2022-11-05,1811,D14,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),No
961,GO-20222166300,2022,2022-11-06,1945,2022,2022-11-06,1945,D12,Religious Place of Worship/Cultural Centre,NO,NO,Black,None,None,Jewish,None,None,Yes,Mischief Under $5000,029,Maple Leaf (29),029,Maple Leaf (29),No
962,GO-20222169419,2022,2022-11-07,917,2022,2022-11-07,1009,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,No,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),No
963,GO-20222173455,2022,2022-11-07,1834,2022,2022-11-07,1834,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,Gay,None,No,Criminal Harassment,073,Moss Park (73),073,Moss Park (73),No
964,GO-20229044398,2022,2022-11-09,1105,2022,2022-11-09,1113,D52,Public Transportation,NO,NO,None,Chinese,None,None,None,Woman,Yes,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),No
965,GO-20222250701,2022,2022-11-11,1800,2022,2022-11-18,1544,D55,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,Gay,None,No,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),No
966,GO-20222213069,2022,2022-11-12,2000,2022,2022-11-13,933,D33,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,No,Mischief Under $5000,047,Don Valley Village (47),047,Don Valley Village (47),No
